"congno" "sticpsr" "cd" "stalpha" "occup" "score1" "score2" "year" "stgj" "po" "dv" "dvp" "redist" "i2" "demqa" "i1" "demqal" "nstate" "dpvote" "normvote" "dvfix" "dvpfix"
"7796" 98 21 5 "ILLINOI" 0 -0.174 0.204 84 13 0 0.636 0.754 0 1 1 0 1 "Illinois" 0.41666 0.412824484529133 0.536 0.754
"7797" 98 21 6 "ILLINOI" 0 0.266 -0.053 84 13 0 0.249 0.316 0 -1 -1 -1 -1 "Illinois" 0.44315 0.439314484529133 0.349 0.416
"7798" 98 21 7 "ILLINOI" 0 -0.461 -0.244 84 13 0 0.784 0.865 0 1 1 1 1 "Illinois" 0.74905 0.745214484529133 0.684 0.765
"7799" 98 21 8 "ILLINOI" 0 -0.227 0.11 84 13 0 0.713 0.834 0 1 1 1 1 "Illinois" 0.48601 0.482174484529133 0.613 0.734
"7800" 98 21 9 "ILLINOI" 0 -0.425 -0.19 84 13 0 0.675 0.675 0 1 1 1 1 "Illinois" 0.54982 0.545984484529133 0.575 0.575
"7801" 98 21 10 "ILLINOI" 0 0.184 -0.237 84 13 0 0.274 0.41 0 -1 -1 -1 0 "Illinois" 0.31446 0.310624484529133 0.374 0.51
"7802" 98 21 11 "ILLINOI" 0 -0.201 0.142 84 13 0 0.626 0.726 0 1 1 1 1 "Illinois" 0.40691 0.403074484529133 0.526 0.626
"7803" 98 21 12 "ILLINOI" 0 0.635 -0.158 84 13 0 0.222 0.317 0 -1 -1 -1 -1 "Illinois" 0.23115 0.227314484529133 0.322 0.417
"7804" 98 21 13 "ILLINOI" 0 0.221 -0.092 84 13 0 0.33 0.302 0 0 -1 -1 -1 "Illinois" 0.45867 0.454834484529133 0.33 0.402
"7805" 98 21 14 "ILLINOI" 0 0.344 -0.103 84 13 0 0.378 0.354 0 0 -1 -1 -1 "Illinois" 0.30812 0.304284484529133 0.378 0.454
"7806" 98 21 15 "ILLINOI" 0 0.213 -0.085 84 13 0 0.268 0.337 0 -1 -1 -1 0 "Illinois" 0.31995 0.316114484529133 0.368 0.437
"7807" 98 21 16 "ILLINOI" 0 0.262 -0.275 84 13 0 0.416 0.428 0 -1 -1 -1 -1 "Illinois" 0.36843 0.364594484529133 0.516 0.528
"7808" 98 21 17 "ILLINOI" 0 -0.396 -0.173 84 13 1 0.567 0.528 0 1 0 0 -1 "Illinois" 0.45691 0.453074484529133 0.467 0.528
"7809" 98 21 18 "ILLINOI" 0 0.291 -0.065 84 13 1 0.389 0.484 0 -1 0 -1 -1 "Illinois" 0.38141 0.377574484529133 0.489 0.584
"7810" 98 21 19 "ILLINOI" 0 0.606 -0.116 84 13 1 0.523 0.479 0 -1 0 -1 -1 "Illinois" 0.37598 0.372144484529133 0.623 0.579
"7811" 98 21 20 "ILLINOI" 0 -0.189 -0.085 84 13 1 0.613 0.504 0 1 0 -1 -1 "Illinois" 0.41943 0.415594484529133 0.513 0.604
"7812" 98 21 21 "ILLINOI" 0 -0.223 0.246 84 13 0 0.602 0.657 0 1 1 1 1 "Illinois" 0.46576 0.461924484529133 0.502 0.557
"7813" 98 21 22 "ILLINOI" 0 -0.357 -0.011 84 13 0 0.503 0.662 0 0 0 1 1 "Illinois" 0.44158 0.437744484529133 0.503 0.562
"7814" 98 22 2 "INDIANA" 0 -0.094 -0.126 84 14 0 0.536 0.562 0 1 1 1 0 "Indiana" 0.32086 0.324543626369136 0.436 0.462
"7815" 98 22 3 "INDIANA" 0 0.409 -0.186 84 14 1 0.474 0.488 0 -1 0 -1 0 "Indiana" 0.37843 0.382113626369136 0.574 0.588
"7816" 98 22 4 "INDIANA" 0 0.315 -0.167 84 14 0 0.388 0.353 0 -1 -1 -1 -1 "Indiana" 0.32803 0.331713626369136 0.488 0.453
"7817" 98 22 5 "INDIANA" 0 0.243 0.049 84 14 0 0.317 0.389 0 -1 -1 -1 -1 "Indiana" 0.30897 0.312653626369136 0.417 0.489
"7818" 98 22 6 "INDIANA" 0 0.545 -0.124 84 14 0 0.269 0.351 0 -1 -1 0 -1 "Indiana" 0.28009 0.283773626369136 0.369 0.351
"7819" 98 22 7 "INDIANA" 0 0.254 0.122 84 14 0 0.319 0.377 0 -1 -1 -1 -1 "Indiana" 0.33294 0.336623626369136 0.419 0.477
"7820" 98 22 8 "INDIANA" 0 -0.237 -0.017 84 14 1 0.501 0.517 0 1 0 -1 0 "Indiana" 0.39377 0.397453626369136 0.401 0.617
"7821" 98 22 9 "INDIANA" 0 -0.115 -0.073 84 14 0 0.654 0.674 0 1 1 1 1 "Indiana" 0.39214 0.395823626369136 0.554 0.574
"7822" 98 22 10 "INDIANA" 0 0.008 -0.293 84 14 0 0.592 0.668 0 1 1 1 1 "Indiana" 0.51507 0.518753626369136 0.492 0.568
"7823" 98 31 1 "IOWA" 0 0.046 -0.453 84 15 0 0.332 0.408 0 -1 -1 -1 0 "Iowa" 0.47384 0.472550997587778 0.432 0.508
"7824" 98 31 2 "IOWA" 0 0.186 -0.377 84 15 1 0.361 0.411 0 -1 0 -1 -1 "Iowa" 0.4693 0.468010997587778 0.461 0.511
"7825" 98 31 3 "IOWA" 0 0.135 -0.238 84 15 0 0.393 0.445 0 -1 -1 -1 0 "Iowa" 0.47831 0.477020997587778 0.493 0.545
"7826" 98 31 4 "IOWA" 0 -0.191 0.003 84 15 0 0.607 0.663 0 1 1 1 0 "Iowa" 0.50469 0.503400997587778 0.507 0.563
"7827" 98 31 5 "IOWA" 0 -0.356 -0.078 84 15 0 0.492 0.589 0 0 1 1 0 "Iowa" 0.42132 0.420030997587778 0.492 0.489
"7828" 98 31 6 "IOWA" 0 -0.234 -0.252 84 15 0 0.62 0.643 0 1 1 1 1 "Iowa" 0.42376 0.422470997587779 0.52 0.543
"7829" 98 32 1 "KANSAS" 0 0.359 -0.05 84 16 0 0.235 0.306 0 -1 -1 -1 0 "Kansas" 0.25347 0.261025306620435 0.335 0.406
"7830" 98 32 2 "KANSAS" 0 -0.013 -0.056 84 16 0 0.605 0.574 0 1 1 0 0 "Kansas" 0.35788 0.365435306620435 0.505 0.574
"7831" 98 32 3 "KANSAS" 0 0.259 -0.018 84 16 0 0.421 0.393 0 0 0 -1 -1 "Kansas" 0.36177 0.369325306620435 0.421 0.493
"7832" 98 32 4 "KANSAS" 0 -0.087 -0.077 84 16 0 0.744 0.752 0 1 1 1 1 "Kansas" 0.35993 0.367485306620435 0.644 0.652
"7833" 98 32 5 "KANSAS" 0 0.31 -0.109 84 16 0 0.255 0.315 0 -1 -1 -1 0 "Kansas" 0.32024 0.327795306620435 0.355 0.415
"7834" 98 51 1 "KENTUCK" 0 0.117 0.21 84 17 0 NA NA 0 1 1 1 1 "Kentucky" 0.455 0.444461440614370 NA NA
"7835" 98 51 2 "KENTUCK" 0 -0.126 0.19 84 17 0 0.621 0.738 0 1 1 1 1 "Kentucky" 0.36419 0.353651440614370 0.521 0.638
"7836" 98 51 3 "KENTUCK" 0 -0.105 0.01 84 17 0 0.681 0.669 0 1 1 1 0 "Kentucky" 0.47637 0.465831440614370 0.581 0.569
"7837" 98 51 4 "KENTUCK" 0 0.244 0.092 84 17 0 0.463 0.455 0 -1 -1 -1 0 "Kentucky" 0.30291 0.292371440614370 0.563 0.555
"7838" 98 51 5 "KENTUCK" 0 0.265 0.09 84 17 0 0.241 0.348 0 -1 -1 -1 -1 "Kentucky" 0.30483 0.294291440614370 0.341 0.448
"7839" 98 51 6 "KENTUCK" 0 0.273 -0.044 84 17 0 0.282 0.422 0 -1 -1 -1 -1 "Kentucky" 0.37064 0.360101440614370 0.382 0.522
"7840" 98 51 7 "KENTUCK" 0 -0.17 0.172 84 17 0 0.737 0.794 0 0 1 1 1 "Kentucky" 0.50941 0.498871440614370 0.737 0.694
"7841" 98 45 1 "LOUISIA" 0 0.313 0.046 84 18 0 NA NA 1 -1 -1 -1 -1 "Louisian" 0.22289 0.214946947827760 NA NA
"7842" 98 45 2 "LOUISIA" 0 -0.228 0.198 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.62311 0.61516694782776 NA NA
"7843" 98 45 3 "LOUISIA" 0 0.104 0.157 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.33714 0.32919694782776 NA NA
"7844" 98 45 4 "LOUISIA" 0 0.186 -0.012 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.3419 0.33395694782776 NA NA
"7845" 98 45 5 "LOUISIA" 0 0.073 0.153 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.33005 0.32210694782776 NA NA
"7846" 98 45 6 "LOUISIA" 0 0.24 0.019 84 18 0 NA NA 1 -1 -1 -1 -1 "Louisian" 0.35279 0.34484694782776 NA NA
"7847" 98 45 7 "LOUISIA" 0 0.079 0.226 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.40656 0.39861694782776 NA NA
"7848" 98 45 8 "LOUISIA" 0 -0.231 0.152 84 18 0 NA NA 1 1 1 1 1 "Louisian" 0.48954 0.48159694782776 NA NA
"7849" 98 2 1 "MAINE" 0 0.088 -0.29 84 19 1 0.365 0.487 1 -1 0 0 0 "Maine" 0.40096 0.394216179496056 0.465 0.487
"7850" 98 2 2 "MAINE" 0 0.07 -0.225 84 19 0 0.23 0.333 1 -1 -1 -1 0 "Maine" 0.37609 0.369346179496056 0.33 0.433
"7851" 98 52 1 "MARYLAN" 0 -0.023 0.24 84 20 0 0.584 0.693 0 1 1 1 0 "Maryland" 0.34674 0.334106271890092 0.484 0.593
"7852" 98 52 2 "MARYLAN" 0 -0.151 -0.016 84 20 0 0.486 0.526 0 1 1 1 1 "Maryland" 0.33771 0.325076271890092 0.386 0.426
"7853" 98 52 3 "MARYLAN" 0 -0.329 -0.089 84 20 0 0.691 0.742 0 1 1 1 1 "Maryland" 0.49581 0.483176271890092 0.591 0.642
"7854" 98 52 4 "MARYLAN" 0 0.32 0.064 84 20 0 0.338 0.388 0 -1 -1 -1 0 "Maryland" 0.40626 0.393626271890092 0.438 0.488
"7855" 98 52 5 "MARYLAN" 0 -0.324 0.09 84 20 0 0.722 0.796 0 1 1 1 1 "Maryland" 0.57729 0.564656271890092 0.622 0.696
"7856" 98 52 6 "MARYLAN" 0 0.058 0.282 84 20 1 0.651 0.744 0 1 0 1 1 "Maryland" 0.31073 0.298096271890092 0.551 0.644
"7857" 98 52 7 "MARYLAN" 0 -0.523 -0.25 84 20 0 NA 0.879 0 1 1 1 1 "Maryland" 0.82139 0.808756271890092 NA 0.779
"7858" 98 52 8 "MARYLAN" 0 -0.361 -0.107 84 20 0 0.72 0.713 0 1 1 1 0 "Maryland" 0.51389 0.501256271890092 0.62 0.613
"7859" 98 3 1 "MASSACH" 0 -0.091 -0.231 84 21 0 0.271 NA 0 -1 -1 -1 -1 "Massachu" 0.48838 0.474326687031687 0.371 NA
"7860" 98 3 2 "MASSACH" 0 -0.266 0.021 84 21 0 0.687 0.726 0 1 1 1 1 "Massachu" 0.46447 0.450416687031687 0.587 0.626
"7861" 98 3 3 "MASSACH" 0 -0.223 -0.156 84 21 0 0.674 NA 0 1 1 1 1 "Massachu" 0.43302 0.418966687031687 0.574 NA
"7862" 98 3 4 "MASSACH" 0 -0.38 -0.333 84 21 0 0.742 0.595 0 1 1 NA 0 "Massachu" 0.5163 0.502246687031687 0.642 NA
"7863" 98 3 5 "MASSACH" 0 -0.388 -0.237 84 21 0 0.534 NA 0 0 1 1 1 "Massachu" 0.42962 0.415566687031687 0.534 NA
"7864" 98 3 6 "MASSACH" 0 -0.305 -0.033 84 21 0 0.727 0.578 0 1 1 1 1 "Massachu" 0.44661 0.432556687031687 0.627 0.478
"7865" 98 3 7 "MASSACH" 0 -0.46 -0.288 84 21 1 0.714 0.778 0 1 0 1 1 "Massachu" 0.49481 0.480756687031687 0.614 0.678
"7866" 98 3 8 "MASSACH" 0 0 0 84 21 0 NA 0.749 0 1 1 1 1 "Massachu" 0.63773 0.623676687031687 NA 0.649
"7867" 98 3 9 "MASSACH" 0 -0.337 -0.042 84 21 0 NA 0.651 0 1 1 1 0 "Massachu" 0.51681 0.502756687031687 NA 0.551
"7868" 98 3 10 "MASSACH" 0 -0.436 -0.369 84 21 0 0.557 0.687 0 1 1 1 1 "Massachu" 0.45005 0.435996687031687 0.457 0.587
"7869" 98 3 11 "MASSACH" 0 -0.281 -0.02 84 21 0 NA NA 0 1 1 1 1 "Massachu" 0.47904 0.464986687031687 NA NA
"7870" 98 23 1 "MICHIGA" 0 -0.381 -0.305 84 22 0 0.898 NA 0 1 1 1 1 "Michigan" 0.86007 0.856503912303589 0.798 NA
"7871" 98 23 2 "MICHIGA" 0 0.093 -0.212 84 22 0 0.307 0.332 0 -1 -1 -1 -1 "Michigan" 0.35655 0.352983912303589 0.407 0.432
"7872" 98 23 3 "MICHIGA" 0 -0.361 -0.235 84 22 0 0.529 0.569 0 1 1 1 1 "Michigan" 0.3654 0.361833912303589 0.429 0.469
"7873" 98 23 5 "MICHIGA" 0 0.167 -0.029 84 22 0 0.378 0.469 0 0 -1 -1 0 "Michigan" 0.31687 0.313303912303589 0.378 0.569
"7874" 98 23 6 "MICHIGA" 0 -0.244 -0.082 84 22 0 0.529 0.52 0 1 1 -1 0 "Michigan" 0.36483 0.361263912303589 0.429 0.62
"7875" 98 23 7 "MICHIGA" 0 -0.38 -0.188 84 22 0 NA 0.765 0 1 1 1 1 "Michigan" 0.4569 0.453333912303589 NA 0.665
"7876" 98 23 8 "MICHIGA" 0 -0.262 0.038 84 22 0 0.644 NA 0 1 1 1 1 "Michigan" 0.39447 0.390903912303589 0.544 NA
"7877" 98 23 9 "MICHIGA" 0 0.233 -0.036 84 22 0 0.289 0.351 0 -1 -1 -1 0 "Michigan" 0.30855 0.304983912303589 0.389 0.451
"7878" 98 23 10 "MICHIGA" 0 -0.204 0.067 84 22 0 0.496 0.606 0 1 1 1 1 "Michigan" 0.32225 0.318683912303589 0.396 0.506
"7879" 98 23 11 "MICHIGA" 0 0.101 -0.016 84 22 0 0.414 0.395 0 -1 -1 -1 -1 "Michigan" 0.40849 0.404923912303589 0.514 0.495
"7880" 98 23 12 "MICHIGA" 0 -0.415 -0.102 84 22 0 0.588 0.665 0 1 1 1 1 "Michigan" 0.33638 0.332813912303589 0.488 0.565
"7881" 98 23 13 "MICHIGA" 0 -0.428 -0.287 84 22 0 0.866 0.887 0 1 1 1 1 "Michigan" 0.85063 0.847063912303589 0.766 0.787
"7882" 98 23 14 "MICHIGA" 0 -0.234 -0.161 84 22 0 0.595 NA 0 1 1 1 1 "Michigan" 0.36681 0.363243912303589 0.495 NA
"7883" 98 23 15 "MICHIGA" 0 -0.388 0.056 84 22 0 0.599 0.737 0 1 1 1 1 "Michigan" 0.3879 0.384333912303589 0.499 0.637
"7884" 98 23 16 "MICHIGA" 0 -0.251 0.074 84 22 0 0.641 0.744 0 1 1 1 1 "Michigan" 0.40083 0.397263912303589 0.541 0.644
"7885" 98 23 17 "MICHIGA" 0 -0.345 -0.095 84 22 0 NA 0.678 0 1 1 0 1 "Michigan" 0.46105 0.457483912303589 NA 0.678
"7886" 98 23 18 "MICHIGA" 0 0.221 -0.089 84 22 0 0.199 0.26 0 -1 -1 -1 -1 "Michigan" 0.2478 0.244233912303589 0.299 0.36
"7887" 98 33 1 "MINNESO" 0 -0.074 -0.22 84 23 0 0.57 0.517 0 1 1 -1 0 "Minnesot" 0.44396 0.398085 0.47 0.617
"7888" 98 33 2 "MINNESO" 0 0.332 -0.247 84 23 0 0.369 0.455 0 -1 -1 -1 0 "Minnesot" 0.42932 0.383445 0.469 0.555
"7889" 98 33 3 "MINNESO" 0 0.286 -0.233 84 23 0 0.268 0.268 0 -1 -1 -1 -1 "Minnesot" 0.40971 0.363835 0.368 0.368
"7890" 98 33 4 "MINNESO" 0 -0.41 -0.245 84 23 0 0.745 0.732 0 1 1 1 1 "Minnesot" 0.59405 0.548175 0.645 0.632
"7891" 98 33 5 "MINNESO" 0 -0.723 0.049 84 23 0 0.725 0.69 0 1 1 1 1 "Minnesot" 0.62065 0.574775 0.625 0.59
"7892" 98 33 6 "MINNESO" 0 -0.205 -0.263 84 23 0 0.605 0.508 0 1 1 -1 0 "Minnesot" 0.47668 0.430805 0.505 0.608
"7893" 98 33 7 "MINNESO" 0 0.287 -0.032 84 23 1 0.429 0.497 0 -1 0 -1 0 "Minnesot" 0.43038 0.384505 0.529 0.597
"7894" 98 33 8 "MINNESO" 0 -0.405 -0.147 84 23 1 0.677 0.767 0 1 0 1 1 "Minnesot" 0.59751 0.551635 0.577 0.667
"7895" 98 46 1 "MISSISS" 0 0.018 0.235 84 24 0 NA 0.709 1 1 1 1 1 "Mississi" 0.37437 0.365452141179155 NA 0.609
"7896" 98 46 2 "MISSISS" 0 0.33 0.11 84 24 1 0.491 0.49 1 -1 0 0 0 "Mississi" 0.4951 0.486182141179155 0.591 0.49
"7897" 98 46 3 "MISSISS" 0 0.212 0.385 84 24 0 NA NA 1 1 1 1 1 "Mississi" 0.34578 0.336862141179155 NA NA
"7898" 98 46 4 "MISSISS" 0 -0.108 0.28 84 24 0 0.554 0.535 1 1 1 1 1 "Mississi" 0.41046 0.401542141179155 0.454 0.435
"7899" 98 46 5 "MISSISS" 0 0.387 0.096 84 24 0 0.153 0.215 1 -1 -1 -1 -1 "Mississi" 0.26266 0.253742141179155 0.253 0.315
"7900" 98 34 1 "MISSOUR" 0 -0.415 -0.278 84 25 0 0.683 0.661 0 1 1 1 1 "Missouri" 0.6308 0.624354384381977 0.583 0.561
"7901" 98 34 2 "MISSOUR" 0 -0.177 0.185 84 25 1 0.522 0.565 0 1 0 1 0 "Missouri" 0.33719 0.330744384381977 0.422 0.465
"7902" 98 34 3 "MISSOUR" 0 -0.243 0.083 84 25 0 NA 0.779 0 1 1 1 1 "Missouri" 0.35386 0.347414384381977 NA 0.679
"7903" 98 34 4 "MISSOUR" 0 -0.025 0.319 84 25 0 0.669 0.548 0 1 1 NA 0 "Missouri" 0.32846 0.322014384381977 0.569 NA
"7904" 98 34 5 "MISSOUR" 0 -0.469 -0.133 84 25 0 0.675 0.59 0 1 1 0 0 "Missouri" 0.53562 0.529174384381977 0.575 0.59
"7905" 98 34 6 "MISSOUR" 0 0.218 -0.055 84 25 0 0.352 0.447 0 -1 -1 -1 0 "Missouri" 0.39448 0.388034384381977 0.452 0.547
"7906" 98 34 7 "MISSOUR" 0 0.344 0.136 84 25 0 0.304 0.495 0 -1 -1 -1 0 "Missouri" 0.31081 0.304364384381977 0.404 0.595
"7907" 98 34 8 "MISSOUR" 0 0.311 0.158 84 25 0 0.346 0.469 0 -1 -1 -1 0 "Missouri" 0.39482 0.388374384381977 0.446 0.569
"7908" 98 34 9 "MISSOUR" 0 -0.079 0.059 84 25 0 0.529 0.608 0 1 1 1 0 "Missouri" 0.35952 0.353074384381977 0.429 0.508
"7909" 98 64 1 "MONTANA" 0 -0.294 -0.128 84 26 0 0.673 0.616 1 1 1 1 1 "Montana" 0.4079 0.415596511535064 0.573 0.516
"7910" 98 64 2 "MONTANA" 0 0.313 0.038 84 26 1 0.341 0.451 1 -1 0 -1 -1 "Montana" 0.36542 0.373116511535064 0.441 0.551
"7911" 98 35 1 "NEBRASK" 0 0.203 -0.167 84 27 0 0.259 0.249 0 -1 -1 -1 -1 "Nebraska" 0.32656 0.340935 0.359 0.349
"7912" 98 35 2 "NEBRASK" 0 0.336 -0.09 84 27 0 0.35 0.432 0 -1 -1 -1 0 "Nebraska" 0.32648 0.340855 0.45 0.532
"7913" 98 35 3 "NEBRASK" 0 0.227 -0.025 84 27 1 0.167 NA 0 -1 0 -1 -1 "Nebraska" 0.21817 0.232545 0.267 NA
"7914" 98 65 1 "NEVADA" 0 -0.201 0.053 84 28 1 0.57 0.575 0 1 0 0 0 "Nevada" 0.36436 0.377661378365779 0.47 0.575
"7915" 98 65 2 "NEVADA" 0 0.435 -0.045 84 28 0 0.266 0.427 0 -1 -1 0 1 "Nevada" 0.29469 0.307991378365779 0.366 0.427
"7916" 98 4 1 "NEW HAM" 0 -0.104 -0.106 84 29 0 0.407 0.552 0 0 0 1 0 "New_Hamp" 0.29504 0.307539428501886 0.407 0.452
"7917" 98 4 2 "NEW HAM" 0 0.364 -0.299 84 29 1 0.233 0.292 0 -1 0 -1 0 "New_Hamp" 0.31955 0.332049428501886 0.333 0.392
"7918" 98 12 1 "NEW JER" 0 -0.277 -0.081 84 30 0 0.721 0.737 1 1 1 1 1 "New_Jers" 0.45082 0.450263199358626 0.621 0.637
"7919" 98 12 2 "NEW JER" 0 -0.079 -0.12 84 30 0 0.633 0.686 1 1 1 1 1 "New_Jers" 0.37993 0.379373199358626 0.533 0.586
"7920" 98 12 3 "NEW JER" 0 -0.357 0.003 84 30 1 0.538 0.632 1 1 0 1 0 "New_Jers" 0.33081 0.330253199358626 0.438 0.532
"7921" 98 12 4 "NEW JER" 0 0.043 -0.132 84 30 1 0.387 0.469 1 -1 0 -1 0 "New_Jers" 0.41047 0.409913199358626 0.487 0.569
"7922" 98 12 5 "NEW JER" 0 0.101 -0.276 84 30 0 0.288 0.339 1 -1 -1 -1 -1 "New_Jers" 0.29179 0.291233199358626 0.388 0.439
"7923" 98 12 6 "NEW JER" 0 -0.347 -0.017 84 30 0 0.566 0.686 1 1 1 1 1 "New_Jers" 0.40937 0.408813199358626 0.466 0.586
"7924" 98 12 7 "NEW JER" 0 0.019 -0.109 84 30 0 0.255 0.435 1 -1 -1 -1 -1 "New_Jers" 0.36901 0.368453199358626 0.355 0.535
"7925" 98 12 8 "NEW JER" 0 -0.242 0.058 84 30 0 0.63 0.713 1 1 1 1 1 "New_Jers" 0.42467 0.424113199358626 0.53 0.613
"7926" 98 12 9 "NEW JER" 0 -0.272 -0.093 84 30 0 0.626 0.535 1 1 1 -1 -1 "New_Jers" 0.40823 0.407673199358626 0.526 0.635
"7927" 98 12 10 "NEW JER" 0 -0.427 -0.114 84 30 0 0.837 0.84 1 1 1 1 1 "New_Jers" 0.75137 0.750813199358626 0.737 0.74
"7928" 98 12 11 "NEW JER" 0 -0.205 -0.062 84 30 1 0.442 0.649 1 1 0 1 1 "New_Jers" 0.31439 0.313833199358626 0.342 0.549
"7929" 98 12 12 "NEW JER" 0 0.239 -0.166 84 30 0 0.345 0.326 1 -1 -1 -1 -1 "New_Jers" 0.34567 0.345113199358626 0.445 0.426
"7930" 98 12 13 "NEW JER" 0 0.175 -0.181 84 30 0 0.387 0.397 1 0 0 -1 -1 "New_Jers" 0.34899 0.348433199358626 0.387 0.497
"7931" 98 12 14 "NEW JER" 0 -0.337 -0.03 84 30 0 0.664 0.769 1 1 1 1 1 "New_Jers" 0.46597 0.465413199358626 0.564 0.669
"7932" 98 66 1 "NEW MEX" 0 0.264 -0.002 84 31 1 0.344 0.476 0 -1 0 -1 0 "New_Mexi" 0.39291 0.395063421963796 0.444 0.576
"7933" 98 66 2 "NEW MEX" 0 0.347 0.073 84 31 1 0.257 0.416 0 -1 0 -1 0 "New_Mexi" 0.33021 0.332363421963796 0.357 0.516
"7934" 98 66 3 "NEW MEX" 0 -0.281 -0.005 84 31 0 0.617 0.646 0 1 1 0 NA "New_Mexi" 0.46464 0.466793421963796 0.517 0.646
"7935" 98 13 1 "NEW YOR" 0 0.284 -0.05 84 32 1 0.469 0.361 0 -1 0 -1 -1 "New_York" 0.33866 0.312077951265694 0.569 0.461
"7936" 98 13 2 "NEW YOR" 0 -0.398 -0.197 84 32 0 0.547 0.654 0 1 1 1 1 "New_York" 0.33548 0.308897951265694 0.447 0.554
"7937" 98 13 3 "NEW YOR" 0 -0.267 -0.146 84 32 0 0.516 0.53 0 1 1 -1 0 "New_York" 0.35524 0.328657951265694 0.416 0.63
"7938" 98 13 4 "NEW YOR" 0 0.189 -0.072 84 32 0 0.298 0.375 0 -1 -1 -1 -1 "New_York" 0.36349 0.336907951265694 0.398 0.475
"7939" 98 13 5 "NEW YOR" 0 0.198 -0.154 84 32 0 0.361 0.4 0 -1 -1 -1 -1 "New_York" 0.39513 0.368547951265694 0.461 0.5
"7940" 98 13 6 "NEW YOR" 0 -0.4 -0.031 84 32 0 0.827 NA 0 1 1 1 1 "New_York" 0.6709 0.644317951265694 0.727 NA
"7941" 98 13 7 "NEW YOR" 0 -0.462 -0.218 84 32 0 0.693 0.688 0 1 1 1 1 "New_York" 0.53488 0.508297951265694 0.593 0.588
"7942" 98 13 8 "NEW YOR" 0 -0.352 -0.051 84 32 0 0.628 NA 0 1 1 1 1 "New_York" 0.52681 0.500227951265694 0.528 NA
"7943" 98 13 9 "NEW YOR" 0 -0.392 -0.104 84 32 0 0.528 0.787 0 0 1 1 1 "New_York" 0.43274 0.406157951265694 0.528 0.687
"7944" 98 13 10 "NEW YOR" 0 -0.363 -0.202 84 32 0 0.734 0.805 0 1 1 1 1 "New_York" 0.50854 0.481957951265694 0.634 0.705
"7945" 98 13 11 "NEW YOR" 0 -0.476 -0.218 84 32 0 0.867 0.898 0 1 1 0 NA "New_York" 0.78725 0.760667951265694 0.767 0.898
"7946" 98 13 12 "NEW YOR" 0 -0.519 -0.247 84 32 0 0.905 0.933 0 1 1 0 1 "New_York" 0.85562 0.829037951265694 0.805 0.933
"7947" 98 13 13 "NEW YOR" 0 -0.37 -0.063 84 32 0 0.659 0.828 0 1 1 1 1 "New_York" 0.52734 0.500757951265694 0.559 0.728
"7948" 98 13 14 "NEW YOR" 0 0.19 -0.117 84 32 0 0.298 0.433 0 -1 -1 NA 0 "New_York" 0.34323 0.316647951265694 0.398 NA
"7949" 98 13 15 "NEW YOR" 0 -0.054 -0.309 84 32 1 0.439 0.455 0 -1 0 -1 -1 "New_York" 0.60465 0.578067951265694 0.539 0.555
"7950" 98 13 16 "NEW YOR" 0 -0.466 -0.175 84 32 0 NA NA 0 1 1 1 1 "New_York" 0.8437 0.817117951265694 NA NA
"7951" 98 13 17 "NEW YOR" 0 -0.457 -0.304 84 32 0 0.83 0.85 0 1 1 1 1 "New_York" 0.74791 0.721327951265694 0.73 0.75
"7952" 98 13 18 "NEW YOR" 0 -0.56 -0.21 84 32 0 0.906 NA 0 1 1 1 1 "New_York" 0.80993 0.783347951265694 0.806 NA
"7953" 98 13 19 "NEW YOR" 0 -0.249 0.032 84 32 0 NA NA 0 1 1 1 1 "New_York" 0.47768 0.451097951265694 NA NA
"7954" 98 13 20 "NEW YOR" 0 -0.496 -0.29 84 32 0 0.49 0.578 0 0 NA 1 0 "New_York" 0.43711 0.410527951265694 0.49 0.478
"7955" 98 13 21 "NEW YOR" 0 0.038 -0.172 84 32 0 0.217 0.248 0 -1 -1 -1 -1 "New_York" 0.32018 0.293597951265694 0.317 0.348
"7956" 98 13 22 "NEW YOR" 0 0.013 -0.132 84 32 0 0.286 0.443 0 -1 -1 NA 0 "New_York" 0.38426 0.357677951265694 0.386 NA
"7957" 98 13 23 "NEW YOR" 0 -0.018 0.205 84 32 0 0.78 0.799 0 1 1 1 1 "New_York" 0.47118 0.444597951265694 0.68 0.699
"7958" 98 13 24 "NEW YOR" 0 0.431 -0.047 84 32 0 0.268 0.261 0 -1 -1 -1 -1 "New_York" 0.3099 0.283317951265694 0.368 0.361
"7959" 98 13 25 "NEW YOR" 0 0.02 -0.228 84 32 0 0.272 0.432 0 -1 -1 0 -1 "New_York" 0.37163 0.345047951265694 0.372 0.432
"7960" 98 13 26 "NEW YOR" 0 0.228 -0.027 84 32 0 0.294 0.284 0 -1 -1 -1 -1 "New_York" 0.34345 0.316867951265694 0.394 0.384
"7961" 98 13 27 "NEW YOR" 0 0.219 -0.05 84 32 0 0.434 0.454 0 -1 -1 -1 0 "New_York" 0.39424 0.367657951265694 0.534 0.554
