# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=0
# stan_version_patch=0
# data=models/bugs_examples/vol1/blocker/blocker.Rdata
# init=random initialization
# append_samples=0
# seed=1336062631
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,d,sigmasq_delta,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,sigma_delta
-5937.38,4,-0.339429,0.0153729,-2.07424,-1.89981,-2.68225,-2.35755,-2.56581,-2.20799,-1.6034,-2.09951,-1.83999,-2.30352,-2.36412,-1.22156,-2.88547,-2.60145,-1.29505,-1.23333,-1.70561,-2.9415,-3.45992,-1.41219,-2.04975,-2.92194,-0.480175,-0.480769,0.138021,-0.340075,0.35811,-0.353069,-0.395216,-0.156043,-0.377529,-0.114619,-0.385737,-0.267787,-0.569678,-0.164135,-0.383201,-0.533424,-0.552408,-0.621048,-0.617972,-0.200498,-0.311729,-0.261316,0.123988
-5941.18,4,-0.296436,0.0158861,-2.10289,-1.89338,-2.52727,-2.39658,-2.61251,-2.03312,-1.74633,-2.08806,-1.86477,-2.29545,-2.60464,-1.39182,-3.0171,-2.66325,-1.12071,-1.13932,-1.7895,-2.95965,-3.63883,-1.45351,-2.18313,-3.00907,-0.562714,-0.724015,0.0697256,-0.276769,0.416124,-0.173797,-0.402546,-0.168028,-0.255986,-0.264986,-0.263898,-0.2482,-0.400458,-0.152573,-0.396225,-0.298869,-0.497453,-0.578578,-0.730904,-0.121566,-0.195063,-0.215949,0.12604
-5934.25,4,-0.223804,0.0137525,-2.34139,-1.99395,-2.12319,-2.41081,-2.67634,-1.74377,-1.77833,-1.97292,-1.9063,-2.19087,-2.28483,-1.36355,-2.64945,-2.88252,-1.14359,-1.73201,-2.14181,-2.59935,-3.53911,-1.63073,-2.18278,-2.64572,-0.0700697,-0.173534,-0.371367,-0.342024,0.152715,-0.0999607,-0.408236,-0.443471,-0.435755,-0.392373,-0.031947,-0.314868,-0.24696,0.0594622,-0.397988,-0.283179,0.0223061,-0.0971934,0.0874172,-0.218796,-0.457961,-0.549609,0.117271
-5935.91,4,-0.266722,0.0236808,-2.00207,-2.21541,-2.16898,-2.44321,-2.28411,-2.19164,-1.79745,-2.4362,-2.08117,-2.25939,-2.14592,-1.69772,-3.3468,-2.6354,-1.73597,-1.3727,-2.0218,-2.59076,-2.98278,-1.44872,-2.13863,-3.15018,-0.350056,-0.375533,-0.0356985,-0.126692,-0.370514,-0.689425,-0.390239,0.0781598,-0.00204882,-0.257795,-0.0786019,-0.111834,-0.22798,-0.146424,-0.0028232,-0.303539,-0.349482,-0.379948,-0.497146,-0.232839,-0.298705,-0.172681,0.153886
-5932.81,4,-0.306948,0.0425583,-3.05965,-1.60565,-2.05378,-2.43041,-2.49254,-2.37195,-1.70147,-2.11892,-1.81337,-2.14176,-2.17562,-1.32601,-2.87436,-2.76446,-1.28985,-1.53122,-1.78183,-3.12485,-3.3067,-1.33913,-2.15555,-2.7731,-0.00672043,-0.41395,-0.154626,-0.351681,0.0188111,-0.0418851,-0.544216,-0.508119,-0.396304,-0.371208,-0.124674,-0.0960882,-0.316155,0.13245,-0.205001,-0.300164,-0.104919,-0.0163961,0.0249113,-0.409682,-0.359735,-0.462501,0.206297
-5939.54,4,-0.284665,0.0130145,-1.65248,-2.92636,-2.26625,-2.36914,-2.31027,-2.37626,-1.72191,-2.15365,-1.97224,-2.17304,-2.45823,-1.26998,-3.26742,-2.88535,-1.37651,-1.52278,-2.03247,-2.76126,-2.87102,-1.75313,-2.19097,-2.84753,-0.445028,-0.451377,-0.163573,-0.405552,-0.247643,-0.474402,-0.589011,-0.0297119,-0.321429,-0.44937,-0.33524,-0.257866,-0.62064,0.0832525,-0.13855,-0.339453,-0.023221,-0.565821,-0.441999,0.0568596,-0.26996,-0.395037,0.114081
-5923.07,4,-0.20744,0.016454,-2.84741,-2.03851,-1.89886,-2.38068,-2.43707,-2.22092,-1.71365,-2.06668,-2.09826,-2.17875,-2.16292,-1.58486,-2.91585,-2.65885,-1.23879,-1.59114,-1.86739,-3.05434,-3.71648,-1.3919,-2.18485,-3.02436,-0.288384,-0.184559,-0.0525071,-0.207888,-0.0708584,-0.28092,-0.439715,-0.123592,-0.129548,-0.37256,-0.180236,0.132911,-0.495594,-0.10746,-0.104379,-0.132703,-0.00168166,0.273838,-0.208976,-0.177903,-0.373987,-0.146731,0.128273
-5929.25,4,-0.316031,0.0208598,-3.30404,-2.36408,-2.16389,-2.34318,-2.19011,-2.20133,-1.72837,-2.093,-1.85679,-2.12418,-2.2668,-1.17066,-2.7573,-2.78796,-1.36501,-1.37637,-2.23406,-3.12302,-3.4369,-1.50571,-2.19829,-2.77952,0.0564217,-0.354574,-0.528312,-0.436173,-0.211096,-0.299064,-0.383739,-0.160343,-0.611905,-0.490499,-0.116769,-0.354998,-0.260189,-0.00635632,-0.436233,-0.394496,-0.288252,-0.565992,-0.265073,-0.286709,-0.483067,-0.651474,0.144429
-5934.31,4,-0.264495,0.0329924,-2.8408,-2.0171,-1.78249,-2.33246,-2.53557,-2.9173,-1.64205,-1.99538,-2.10037,-2.2693,-2.10931,-1.52006,-3.42425,-2.71122,-1.45673,-1.67311,-1.64277,-2.88725,-3.78592,-1.43982,-1.77716,-2.78229,-0.275494,-0.339895,-0.187822,-0.200719,-0.267519,-0.307936,-0.500413,-0.215436,-0.180352,-0.288398,-0.290148,0.101296,-0.406417,-0.139801,-0.474407,-0.338497,-0.208833,0.071931,-0.24638,-0.370228,-0.498092,-0.202875,0.181638
-5934.02,4,-0.315782,0.0327119,-2.82363,-2.01555,-1.70332,-2.49925,-2.54365,-2.88714,-1.61806,-1.88987,-2.11158,-2.27488,-2.09002,-1.56756,-3.40205,-2.73579,-1.43688,-1.65023,-1.6393,-2.8355,-3.81583,-1.42514,-1.84368,-2.73994,-0.334432,-0.413138,-0.278461,-0.204188,-0.30164,-0.303058,-0.554063,-0.233058,-0.196208,-0.284133,-0.263584,0.0618134,-0.368016,-0.113086,-0.397151,-0.323691,-0.238535,0.0476046,-0.279285,-0.293344,-0.588902,-0.229286,0.180864
-5929.89,4,-0.176488,0.0205734,-1.76548,-2.27111,-2.5386,-2.45226,-2.60183,-1.55431,-1.67162,-2.22268,-1.94684,-2.36531,-2.58061,-1.29009,-2.76196,-2.83999,-1.45776,-1.81619,-2.30761,-2.89534,-3.87719,-1.4173,-2.24377,-2.72108,-0.27071,-0.0482577,-0.110807,-0.121326,-0.184176,-0.159806,-0.348419,-0.237257,-0.278239,-0.252659,-0.177028,-0.119311,-0.453173,0.101838,-0.234025,-0.105832,0.25183,-0.183893,-0.0155575,-0.190788,-0.152209,-0.173288,0.143434
-5927.82,4,-0.263113,0.025294,-2.55507,-2.45845,-2.69906,-2.41866,-2.48324,-2.48407,-1.77722,-2.24382,-2.09522,-2.26198,-2.31177,-1.52696,-3.1369,-2.70984,-1.45217,-1.43192,-1.76705,-3.38379,-3.79246,-1.44578,-2.16758,-2.79459,-0.0552596,-0.288532,-0.2325,-0.258554,-0.104406,-0.247087,-0.388554,-0.261562,-0.334749,-0.415466,-0.466935,0.0651727,-0.0859956,-0.0966916,-0.410647,-0.45517,-0.25973,0.0205933,-0.160797,-0.308731,-0.61489,-0.43679,0.159041
-5920.41,4,-0.126599,0.0173074,-2.24404,-2.17982,-1.77317,-2.44267,-2.40306,-2.16079,-1.63088,-2.28652,-1.92656,-2.24765,-2.54527,-1.3166,-2.79725,-2.85985,-1.3898,-1.70334,-2.14934,-3.07216,-3.48285,-1.65062,-2.48709,-3.04863,-0.255404,-0.173433,-0.092719,-0.132489,-0.139627,-0.0852816,-0.349241,-0.0763317,-0.177215,-0.300249,-0.149246,-0.184411,-0.317613,0.104453,-0.148032,0.117417,0.0569147,-0.123728,-0.103071,-0.0942502,-0.374505,-0.146489,0.131558
-5923.6,4,-0.103434,0.0125858,-2.08404,-2.38565,-2.04922,-2.48574,-2.68791,-2.4381,-1.76432,-2.17962,-2.28412,-2.14988,-2.21148,-1.4696,-2.85723,-2.73039,-1.3147,-1.41153,-2.34958,-3.30514,-3.18433,-1.53989,-2.30251,-3.05843,-0.0341789,-0.123648,-0.102009,-0.115739,0.21987,-0.0866884,-0.365723,-0.046022,-0.1544,-0.382912,-0.121654,-0.137969,-0.23877,0.11102,-0.255949,-0.150723,-0.0374825,-0.0635804,0.0906119,-0.134717,0.113919,-0.0371722,0.112186
-5928.54,4,-0.183673,0.0167438,-2.36824,-2.09107,-2.60026,-2.42733,-2.10582,-3.06051,-1.67785,-2.21574,-1.7828,-2.13078,-2.42859,-1.71753,-3.18454,-2.74254,-1.55167,-1.62774,-1.96396,-3.51926,-3.18592,-1.55731,-1.85381,-2.77054,-0.333152,-0.408032,-0.158761,-0.182878,-0.119182,-0.217204,-0.262738,-0.0567476,-0.406661,-0.442293,-0.0339651,0.0128708,-0.124846,0.0562357,-0.183138,-0.19602,-0.194362,0.180391,-0.332663,-0.184554,-0.415688,-0.235684,0.129398
-5924.47,4,-0.148617,0.0130728,-2.51017,-2.37654,-1.88635,-2.47631,-2.64179,-2.12489,-1.78814,-2.30545,-2.14375,-2.14131,-2.31469,-1.45008,-2.81718,-2.66555,-1.26707,-1.51076,-2.18308,-3.52838,-2.82281,-1.63054,-2.37172,-2.98275,-0.230509,-0.112023,-0.388221,-0.215425,0.150227,-0.307242,-0.291517,0.0352995,-0.213605,-0.455806,-0.199621,-0.209125,-0.342108,0.00664538,-0.29049,-0.257432,-0.0334069,-0.294459,-0.0182592,-0.138485,-0.109347,-0.143847,0.114336
-5927.53,4,-0.236852,0.013427,-2.55036,-2.19948,-1.79474,-2.45312,-2.78351,-2.29871,-1.68143,-2.30703,-2.24981,-2.24489,-2.19031,-1.47151,-2.89437,-2.70948,-1.15361,-1.46466,-2.28365,-3.47307,-2.90254,-1.75664,-2.30592,-3.03166,-0.303282,-0.331314,-0.154611,-0.134458,0.139212,-0.318115,-0.257853,-0.00584456,-0.169539,-0.324906,-0.268804,-0.144688,-0.430489,0.00559502,-0.26583,-0.0950822,-0.160829,-0.253347,-0.0728024,-0.276016,-0.248847,-0.0278901,0.115875
-5921.36,4,-0.239063,0.0134227,-2.88292,-2.05993,-1.75967,-2.29515,-2.27951,-2.06234,-1.79037,-1.95839,-1.94487,-2.32321,-2.5247,-1.56485,-3.12709,-2.59836,-1.48287,-1.57998,-2.18678,-2.949,-3.31185,-1.49183,-2.12072,-3.08301,-0.200583,-0.231928,-0.299085,-0.368698,-0.397803,-0.254938,-0.440885,-0.310089,-0.292607,-0.322286,-0.181727,-0.180048,-0.147582,-0.341188,-0.282912,-0.295405,-0.166147,-0.16425,0.00555944,-0.0954298,-0.286277,-0.452824,0.115856
-5930.57,3,-0.24742,0.0142679,-2.76761,-2.09995,-2.05967,-2.4566,-2.16134,-1.96611,-1.57098,-2.13147,-1.62143,-2.24794,-2.17116,-1.45057,-3.0647,-2.75982,-1.82194,-1.26714,-2.44662,-2.85307,-3.47899,-1.77432,-2.18747,-3.12314,-0.264574,-0.465451,-0.485625,-0.174204,-0.339786,-0.55326,-0.407023,-0.200785,-0.547525,-0.181553,-0.263256,-0.291359,-0.385312,-0.0541262,-0.217939,-0.314925,-0.119354,-0.179802,-0.142273,-0.307521,-0.307327,-0.100966,0.119448
-5929.53,4,-0.263158,0.0151496,-2.10023,-2.24591,-1.92456,-2.35609,-2.61719,-1.9273,-1.66413,-2.01518,-2.15867,-2.06326,-2.45432,-1.50602,-2.78128,-2.70379,-1.12194,-1.55154,-2.02836,-2.69811,-3.90322,-1.18135,-1.94329,-2.7138,-0.344689,-0.185014,-0.164202,-0.312489,-0.0052977,-0.557867,-0.282554,-0.320959,-0.133516,-0.501788,-0.352372,-0.279218,-0.260579,0.00483104,-0.298744,-0.216492,0.138658,-0.39528,-0.140359,-0.423051,-0.386031,-0.526878,0.123084
-5931.84,4,-0.218898,0.0354238,-2.4982,-1.83026,-2.22003,-2.40486,-2.34995,-2.01168,-1.54386,-2.34254,-1.79255,-2.0873,-2.26474,-1.53491,-3.1602,-2.79386,-1.28203,-1.36259,-1.76462,-3.34228,-3.02606,-1.69601,-2.1748,-3.07059,-0.125678,-0.470934,-0.653036,-0.363101,-0.283523,-0.178382,-0.570947,0.0379437,-0.460398,-0.55689,-0.231123,-0.105519,-0.413645,0.117807,-0.000419839,-0.393056,-0.309115,-0.166395,-0.16974,0.170997,-0.213948,-0.254206,0.188212
-5932.53,4,-0.25257,0.0293764,-2.58482,-1.92468,-2.2793,-2.42364,-2.37683,-2.30285,-1.70495,-2.22313,-1.88407,-2.37346,-2.30527,-1.54689,-2.85619,-2.51664,-1.59297,-1.3066,-1.71294,-3.32787,-3.19793,-1.73727,-2.02807,-3.05957,-0.395902,-0.319948,-0.66289,-0.244295,-0.214242,-0.181023,-0.566453,-0.126586,-0.495971,-0.127094,-0.346039,-0.223243,-0.0623307,-0.371119,-0.304245,-0.41529,-0.43183,0.00630904,-0.172235,-0.385571,-0.349729,-0.267927,0.171395
-5932.82,4,-0.215129,0.025224,-2.38921,-2.02701,-2.09089,-2.37988,-2.55676,-1.63181,-1.81123,-2.10981,-1.93338,-2.06621,-2.36307,-1.51344,-3.07619,-2.75314,-1.31853,-1.62412,-1.92321,-3.30693,-3.83401,-1.33464,-2.36075,-2.61732,-0.449821,-0.742281,-0.147151,-0.293517,-0.0374261,-0.436387,-0.356046,-0.252758,-0.35722,-0.477446,-0.06196,-0.029466,-0.665255,0.225504,-0.0969599,-0.0756441,-0.200892,-0.262407,-0.125077,-0.0510352,-0.202536,-0.593744,0.158821
-5934.82,4,-0.340062,0.0307479,-3.08506,-2.24174,-1.80821,-2.40771,-2.54995,-1.71338,-1.63765,-2.15537,-2.01631,-2.28516,-2.30866,-1.62698,-3.06463,-2.93354,-1.40406,-1.66226,-2.00538,-3.38521,-3.49892,-1.69962,-2.04648,-2.78722,-0.55331,-0.78014,-0.546206,-0.407819,0.138856,-0.414671,-0.550917,-0.107851,-0.267613,-0.220453,-0.406581,-0.334269,-0.420205,-0.0859076,-0.410421,-0.0376508,-0.271677,-0.0699126,-0.424397,-0.514253,-0.369607,-0.68276,0.175351
-5935.81,5,-0.171564,0.0295742,-1.94066,-2.79112,-2.2839,-2.42525,-2.72249,-2.62523,-1.78716,-2.37704,-2.06342,-2.25683,-2.31572,-1.6047,-3.03739,-2.84804,-1.27581,-1.68904,-2.31444,-2.69191,-3.66829,-1.6095,-2.17005,-2.72972,-0.455885,0.25185,-0.353415,-0.00582592,0.143757,-0.208538,-0.275977,0.0837708,-0.115262,-0.214759,-0.0806041,-0.262155,0.043386,0.0930437,-0.10009,0.255344,0.0331803,-0.40482,-0.184956,-0.191005,-0.19704,-0.351706,0.171972
-5933.85,4,-0.241071,0.0261419,-1.78419,-1.85342,-1.76245,-2.5364,-2.21973,-1.60969,-1.70362,-2.00502,-1.83808,-2.24333,-2.31008,-1.62941,-3.10531,-2.74448,-1.3668,-1.42913,-1.901,-3.14372,-3.83163,-1.62316,-1.98309,-2.93131,-0.989701,-0.614723,-0.179079,-0.10819,-0.328774,-0.362694,-0.38226,-0.521846,-0.384093,-0.259177,-0.384382,-0.293413,-0.264888,0.0420797,-0.153398,-0.469194,-0.200667,0.104943,-0.0380404,-0.34335,-0.296185,-0.177046,0.161684
-5935.16,4,-0.375939,0.0148373,-1.77489,-2.40652,-2.65583,-2.52128,-2.58671,-2.45105,-1.6246,-2.37729,-1.87495,-2.26412,-2.19035,-1.54299,-2.78424,-2.92572,-1.30301,-1.75783,-1.88386,-3.26895,-3.95206,-1.56189,-1.95379,-2.57425,-0.0172836,-0.518332,-0.361591,-0.197281,-0.0699983,-0.33162,-0.571097,-0.0389114,-0.362371,-0.31173,-0.280139,-0.406594,-0.510494,0.0343566,-0.40611,-0.217512,-0.210456,-0.525151,-0.314936,-0.382347,-0.329982,-0.417972,0.121808
-5931.96,4,-0.198118,0.0364482,-2.21079,-2.01631,-1.88515,-2.52126,-2.36323,-2.27537,-1.67164,-2.16241,-2.03245,-2.39424,-2.40932,-1.54999,-3.14075,-2.82166,-1.42575,-1.66397,-1.93292,-2.84492,-3.19939,-1.63321,-2.00613,-2.83055,-0.748082,-0.534797,-0.34974,-0.0951003,-0.198434,-0.0898995,-0.518497,-0.0665031,-0.167822,-0.262464,-0.240184,-0.318067,-0.151569,-0.10977,-0.277898,-0.278229,-0.0726756,0.324658,-0.268917,-0.329143,-0.398845,-0.0488312,0.190914
-5934.98,4,-0.353542,0.0293982,-2.51642,-2.04174,-2.86801,-2.35018,-2.4475,-2.13664,-1.83969,-2.14828,-1.83018,-2.42775,-2.17949,-1.59122,-2.78543,-2.9338,-1.42466,-1.53949,-2.08093,-3.12011,-3.48252,-1.60478,-2.12913,-2.63146,0.158883,-0.341129,0.0169572,-0.295978,-0.0813015,-0.393671,-0.226137,-0.123522,-0.361707,-0.203223,-0.431827,-0.178353,-0.325685,0.0752881,-0.342413,-0.378371,-0.166085,-0.708821,-0.208488,-0.405709,-0.228886,-0.497474,0.171459
-5933.04,4,-0.165808,0.0446326,-2.95591,-1.72302,-1.8969,-2.417,-2.37322,-2.16333,-1.50635,-2.28442,-2.19541,-2.12188,-2.30337,-1.55681,-3.10231,-2.75564,-1.28289,-1.45829,-1.80775,-2.57859,-3.09674,-1.47176,-1.93659,-3.29555,-0.541145,-0.627139,-0.437037,-0.20365,-0.154959,-0.0834486,-0.669885,-0.185587,-0.0218393,-0.390521,-0.110806,-0.215764,-0.292074,0.0754063,-0.220175,-0.247117,-0.204241,0.012492,-0.147824,-0.139088,-0.616792,-0.190531,0.211264
-5930.58,4,-0.16539,0.026806,-2.62731,-2.14768,-1.77041,-2.41312,-2.66499,-1.53326,-1.79161,-2.26733,-1.90147,-2.18449,-2.21981,-1.55299,-2.79449,-2.80025,-1.36785,-1.60194,-2.05861,-2.86672,-3.69733,-1.41822,-2.33445,-2.72592,0.446346,-0.449029,-0.276869,-0.242635,-0.0500172,-0.652254,-0.366218,-0.267417,-0.471103,-0.318007,-0.186588,-0.153045,-0.304431,0.132337,-0.0446218,-0.125483,-0.189897,-0.491933,-0.0802448,-0.216305,-0.0925899,-0.553982,0.163725
-5939.58,4,-0.339716,0.0241581,-2.61923,-2.15036,-2.1773,-2.36665,-2.4872,-1.70357,-1.73535,-1.98716,-1.85587,-2.23194,-2.38082,-1.63061,-2.68497,-2.80265,-1.36272,-1.69195,-2.19697,-2.83335,-3.72644,-1.45985,-2.13955,-2.76656,0.244992,-0.260553,-0.305204,-0.31177,0.016421,-0.463423,-0.19784,0.071343,-0.296738,-0.391188,-0.28739,-0.128767,-0.177346,0.0965475,-0.00922119,-0.0335341,-0.209836,-0.383629,-0.272813,0.12421,-0.163385,-0.471993,0.155429
-5940.32,5,-0.249014,0.0279007,-3.02619,-2.30796,-1.83885,-2.4536,-2.39457,-1.48703,-1.47995,-1.96726,-2.24794,-2.19595,-2.42089,-1.33878,-3.15335,-2.82366,-1.59356,-1.53585,-1.50506,-3.16352,-3.15759,-1.31328,-1.90263,-2.79415,-0.730243,-0.231129,-0.261119,-0.24205,-0.250829,-0.366218,-0.527925,-0.304963,0.00321451,-0.247652,-0.188064,-0.190877,-0.483773,-0.232213,-0.317029,-0.021356,-0.398965,-0.0368491,-0.108225,-0.424284,-0.589139,-0.804487,0.167035
-5940.8,4,-0.177544,0.0193856,-2.51801,-1.85633,-2.0428,-2.30163,-2.40167,-2.07994,-1.69145,-2.27599,-1.68882,-2.2635,-2.27918,-1.55036,-2.90694,-3.13821,-0.977427,-1.43014,-2.43648,-3.31717,-3.69953,-1.73831,-2.32633,-2.96435,0.264221,-0.386364,-0.31756,-0.263763,-0.00509684,-0.235195,-0.164497,0.111318,-0.35927,-0.340243,-0.322133,-0.0421221,-0.0682509,0.0298767,-0.313862,-0.230265,-0.255202,-0.239435,-0.377243,-0.0659906,0.00746657,-0.150034,0.139232
-5940.67,4,-0.313218,0.0256049,-2.71089,-2.17205,-2.48315,-2.47926,-2.5567,-2.1537,-1.56061,-1.88415,-2.1065,-2.147,-2.43083,-1.46124,-3.36097,-2.69578,-1.57129,-1.64213,-1.63683,-2.82634,-3.64501,-1.47771,-1.79347,-2.84848,-0.344464,-0.4967,-0.0909994,-0.122665,-0.182356,-0.231202,-0.549674,-0.205414,-0.347739,-0.393851,-0.110394,-0.3327,-0.3778,-0.393749,-0.338417,-0.241539,-0.0409089,-0.0679235,0.448666,-0.536238,-0.712261,-0.541957,0.160015
-5934.68,4,-0.182366,0.02343,-2.55729,-2.3149,-2.68197,-2.31266,-2.16441,-1.83894,-1.6927,-2.31671,-1.89472,-2.25624,-2.35851,-1.37598,-2.71542,-2.66243,-1.01702,-1.41049,-2.42622,-3.06652,-4.12621,-1.44905,-2.13243,-2.94946,-0.134769,-0.128919,0.17871,-0.384407,-0.286768,-0.461889,-0.340465,-0.119891,-0.204935,-0.208644,-0.258688,-0.166514,-0.224894,0.105146,-0.276437,-0.169548,-0.359845,-0.0590521,0.318384,-0.00423753,-0.42848,-0.162349,0.153069
-5935.86,4,-0.301535,0.0481429,-2.79461,-1.61169,-2.58608,-2.50459,-2.6592,-1.94577,-1.57271,-2.16361,-1.89417,-2.16394,-2.35088,-1.57745,-3.34409,-2.7654,-1.5324,-1.57185,-1.74797,-3.22767,-3.7486,-1.64582,-2.05782,-2.89559,0.196538,-0.635848,-0.50254,-0.0997988,-0.0173188,-0.683993,-0.563352,-0.1156,-0.528677,-0.372238,-0.327267,-0.198127,-0.332428,-0.0160935,-0.395315,-0.23441,0.121251,-0.0148207,-0.228218,-0.315019,-0.397313,-0.528917,0.219415
-5934.63,5,-0.297014,0.0122022,-2.45162,-2.28021,-1.70329,-2.49135,-2.30653,-1.98875,-1.62739,-2.3261,-1.97337,-2.23843,-2.06772,-1.4701,-2.7579,-2.91357,-1.40635,-1.5826,-1.98667,-2.59246,-3.05799,-1.54535,-2.14062,-3.02525,-0.272607,-0.559602,-0.380641,-0.110932,-0.365475,-0.0393856,-0.420245,-0.123968,-0.431522,-0.399157,-0.372845,-0.112468,-0.518422,0.155908,-0.511261,-0.290114,0.250103,-0.15388,-0.366043,-0.433571,-0.459588,-0.11139,0.110464
-5921.55,4,-0.214629,0.0171369,-2.62657,-1.893,-2.40546,-2.34788,-2.3184,-2.26477,-1.82442,-2.08793,-1.85121,-2.30983,-2.43886,-1.55386,-2.9027,-2.94353,-1.03599,-1.51741,-2.21139,-2.62603,-3.32055,-1.29496,-1.89061,-2.85943,-0.199573,-0.266964,-0.293399,-0.343039,-0.0990831,-0.202886,-0.282252,-0.103251,-0.25077,-0.30366,-0.189274,-0.251764,-0.182432,0.297589,-0.376439,-0.10292,-0.222967,-0.166685,-0.186691,-0.11633,-0.387081,-0.577102,0.130908
-5923.8,4,-0.303732,0.0239833,-2.5919,-1.90876,-2.23388,-2.41559,-2.57207,-2.3394,-1.57692,-2.00021,-1.87361,-2.27481,-2.36045,-1.4271,-2.98463,-2.90496,-1.31086,-1.38007,-1.94979,-2.92087,-3.35301,-1.72301,-2.19475,-2.81293,-0.305472,-0.648512,-0.121728,-0.145067,-0.213786,-0.366499,-0.46732,-0.48356,-0.435028,-0.359399,-0.088118,-0.0895452,-0.434918,0.151569,-0.243974,-0.305925,-0.204102,-0.325185,-0.244558,-0.475315,-0.326309,-0.185899,0.154865
-5923.92,4,-0.194984,0.0248483,-2.40554,-2.42534,-1.94147,-2.29882,-2.23162,-1.9266,-1.74903,-2.43159,-1.89234,-2.18523,-2.18617,-1.44518,-2.91861,-2.58928,-1.53194,-1.61008,-1.7957,-2.6505,-3.42372,-1.42292,-2.12135,-3.00923,-0.194707,-0.251607,-0.380649,-0.255788,-0.0783652,-0.178775,-0.344337,-0.125148,-0.228254,-0.304594,-0.28091,-0.262215,-0.210728,-0.144027,-0.306829,-0.179376,-0.217961,0.0263716,-0.212235,-0.177495,-0.29902,-0.649523,0.157633
-5926.86,3,-0.26603,0.0296865,-2.33704,-2.57885,-2.09716,-2.50919,-2.42031,-1.63252,-1.60637,-2.09133,-1.95574,-2.27575,-2.36404,-1.59345,-3.10227,-2.81253,-1.32762,-1.29557,-1.76724,-2.46458,-3.65747,-1.17625,-1.95739,-2.75795,-0.344329,0.0294975,-0.282897,-0.167884,-0.348178,-0.229861,-0.408467,-0.137435,-0.241641,-0.429842,-0.24808,-0.122951,-0.342963,-0.10349,-0.0837842,-0.257981,-0.320331,-0.441796,-0.14024,-0.392583,-0.579429,-0.352817,0.172298
-5922.47,4,-0.286308,0.0318059,-2.27186,-2.60989,-1.87284,-2.40648,-2.52081,-1.77117,-1.79958,-2.25134,-2.12682,-2.16087,-2.31615,-1.49872,-2.95746,-2.69451,-1.35836,-1.2625,-1.72848,-2.71884,-3.65729,-1.35907,-2.0024,-2.91978,-0.334671,-0.0666939,-0.265933,-0.21084,-0.208958,-0.3829,-0.334798,-0.271712,-0.29368,-0.236064,-0.215384,-0.0755285,-0.35472,-0.145002,-0.130381,-0.249046,-0.360329,-0.347181,-0.262962,-0.398642,-0.457894,-0.303344,0.178342
-5927.62,4,-0.210169,0.0320787,-2.40765,-1.85254,-2.34819,-2.27985,-2.40293,-2.07707,-1.66503,-2.14865,-1.84678,-2.21754,-2.4279,-1.49973,-3.14639,-3.03556,-1.25881,-1.5656,-2.55374,-3.0918,-3.88288,-1.85901,-2.01128,-2.98845,0.139591,-0.41386,-0.0962142,-0.32812,-0.0329873,-0.180385,-0.366106,-0.192478,-0.285899,-0.248752,-0.253794,-0.240327,-0.307647,0.246667,-0.14335,0.074301,0.00231395,-0.0983881,0.0222624,-0.037249,-0.298892,-0.43644,0.179105
-5928.71,4,-0.190522,0.0327819,-2.38118,-1.93548,-2.34471,-2.30791,-2.45589,-2.09195,-1.76938,-2.0208,-1.88347,-2.23752,-2.46199,-1.51091,-3.05803,-3.05279,-1.32937,-1.47843,-2.54372,-3.11561,-3.87443,-1.78279,-2.01643,-3.10309,0.157371,-0.45674,-0.116793,-0.302716,0.0810407,-0.223458,-0.336263,-0.148796,-0.271411,-0.16358,-0.141131,-0.266549,-0.307383,0.251348,-0.139023,-0.0223412,-0.131463,-0.0561274,0.0219538,-0.00697125,-0.307292,-0.415671,0.181058
-5925.36,4,-0.251613,0.0367591,-2.15236,-1.95476,-1.85207,-2.44051,-2.59188,-2.0633,-1.59894,-2.04757,-2.01098,-2.22548,-2.29201,-1.47772,-3.00114,-2.75231,-1.17108,-1.49114,-2.37604,-3.40602,-4.00561,-1.39137,-1.894,-2.67939,0.0568088,-0.345628,-0.244541,-0.271187,-0.0400319,-0.245261,-0.400958,-0.274427,-0.240138,-0.321181,-0.200973,0.0696841,-0.146362,0.103046,-0.42229,-0.185871,0.00842371,-0.127324,0.418426,-0.220399,-0.495468,-0.62645,0.191727
