"org" "year" "survey" "bush" "state" "edu" "age" "female" "black" "weight"
"12568" "cbsnyt" 7 "9158" 0 33 1 3 0 1 4343
"12569" "cbsnyt" 7 "9158" 0 24 2 3 0 0 1068
"12570" "cbsnyt" 7 "9158" 0 36 2 3 1 0 2104
"12571" "cbsnyt" 7 "9158" 1 47 4 2 0 0 695
"12572" "cbsnyt" 7 "9158" 1 7 4 1 1 0 664
"12573" "cbsnyt" 7 "9158" 1 33 2 1 1 0 1121
"12574" "cbsnyt" 7 "9158" 1 33 3 4 1 0 361
"12575" "cbsnyt" 7 "9158" 1 10 2 1 0 0 1396
"12576" "cbsnyt" 7 "9158" 1 50 3 3 1 0 688
"12577" "cbsnyt" 7 "9158" 1 49 1 3 0 0 2678
"12578" "cbsnyt" 7 "9158" 1 37 1 1 0 0 2094
"12579" "cbsnyt" 7 "9158" 0 33 2 4 0 0 1137
"12580" "cbsnyt" 7 "9158" 0 39 2 3 1 0 1264
"12581" "cbsnyt" 7 "9158" 0 47 1 4 1 1 1537
"12582" "cbsnyt" 7 "9158" 1 33 2 4 1 0 896
"12583" "cbsnyt" 7 "9158" 0 33 2 4 0 0 1137
"12584" "cbsnyt" 7 "9158" 0 44 1 2 1 0 1808
"12585" "cbsnyt" 7 "9158" 0 5 3 2 1 0 664
"12586" "cbsnyt" 7 "9158" 0 36 1 3 1 0 2148
"12587" "cbsnyt" 7 "9158" 1 39 4 2 0 0 708
"12588" "cbsnyt" 7 "9158" 0 44 4 2 1 0 822
"12589" "cbsnyt" 7 "9158" 1 24 3 4 0 0 914
"12590" "cbsnyt" 7 "9158" 1 10 4 3 1 0 342
"12591" "cbsnyt" 7 "9158" 1 41 3 4 1 0 354
"12592" "cbsnyt" 7 "9158" 1 33 2 1 1 0 1121
"12593" "cbsnyt" 7 "9158" 1 33 2 1 1 0 1681
"12594" "cbsnyt" 7 "9158" 0 21 3 2 1 0 297
"12595" "cbsnyt" 7 "9158" 1 33 2 2 1 0 805
"12596" "cbsnyt" 7 "9158" 1 50 3 2 0 0 384
"12597" "cbsnyt" 7 "9158" 1 36 2 3 1 0 842
"12598" "cbsnyt" 7 "9158" 1 33 4 4 0 0 1207
"12599" "cbsnyt" 7 "9158" 1 16 1 1 1 0 1120
"12600" "cbsnyt" 7 "9158" 1 39 1 2 1 0 921
"12601" "cbsnyt" 7 "9158" 1 47 4 2 0 0 695
"12602" "cbsnyt" 7 "9158" 0 44 4 3 1 0 684
"12603" "cbsnyt" 7 "9158" 1 22 4 1 0 0 1262
"12604" "cbsnyt" 7 "9158" 0 26 2 2 0 0 2040
"12605" "cbsnyt" 7 "9158" 0 22 4 2 1 0 279
"12606" "cbsnyt" 7 "9158" 0 10 2 4 1 0 880
"12607" "cbsnyt" 7 "9158" 0 49 2 3 1 0 827
"12608" "cbsnyt" 7 "9158" 0 50 4 2 1 0 558
"12609" "cbsnyt" 7 "9158" 0 35 4 2 0 0 707
"12610" "cbsnyt" 7 "9158" 1 22 2 2 0 0 1021
"12611" "cbsnyt" 7 "9158" 1 11 2 4 1 0 1320
"12612" "cbsnyt" 7 "9158" NA 33 2 2 0 1 2439
"12613" "cbsnyt" 7 "9158" 1 36 2 2 0 0 510
"12614" "cbsnyt" 7 "9158" 1 31 2 3 1 0 421
"12615" "cbsnyt" 7 "9158" 1 1 3 1 1 0 1813
"12616" "cbsnyt" 7 "9158" 1 36 2 1 1 0 560
"12617" "cbsnyt" 7 "9158" NA 21 2 4 0 0 1116
"12618" "cbsnyt" 7 "9158" NA 33 2 1 1 0 1121
"12619" "cbsnyt" 7 "9158" 0 36 1 4 1 0 2119
"12620" "cbsnyt" 7 "9158" 0 24 1 1 1 1 1652
"12621" "cbsnyt" 7 "9158" 0 50 2 1 1 0 1120
"12622" "cbsnyt" 7 "9158" 0 31 2 1 1 1 3308
"12623" "cbsnyt" 7 "9158" 0 10 1 1 1 0 550
"12624" "cbsnyt" 7 "9158" 0 31 2 3 1 1 3108
"12625" "cbsnyt" 7 "9158" 1 14 4 4 1 0 317
"12626" "cbsnyt" 7 "9158" 1 23 2 3 1 0 1263
"12627" "cbsnyt" 7 "9158" 1 28 4 2 1 0 1394
"12628" "cbsnyt" 7 "9158" 0 22 4 2 1 0 558
"12629" "cbsnyt" 7 "9158" 1 22 3 3 1 0 689
"12630" "cbsnyt" 7 "9158" 0 23 3 2 1 0 605
"12631" "cbsnyt" 7 "9158" 1 23 2 1 0 0 710
"12632" "cbsnyt" 7 "9158" 0 14 4 4 1 0 317
"12633" "cbsnyt" 7 "9158" 0 28 4 2 0 0 707
"12634" "cbsnyt" 7 "9158" 0 44 2 1 1 0 1651
"12635" "cbsnyt" 7 "9158" 1 7 2 3 1 0 1264
"12636" "cbsnyt" 7 "9158" 0 33 2 2 1 0 805
"12637" "cbsnyt" 7 "9158" 1 37 2 1 1 0 1101
"12638" "cbsnyt" 7 "9158" 1 15 3 1 1 0 461
"12639" "cbsnyt" 7 "9158" 0 36 1 4 1 0 1060
"12640" "cbsnyt" 7 "9158" 1 19 2 3 1 0 827
"12641" "cbsnyt" 7 "9158" 1 16 4 1 1 0 331
"12642" "cbsnyt" 7 "9158" 1 33 1 2 0 0 1752
"12643" "cbsnyt" 7 "9158" 0 5 3 3 1 0 755
"12644" "cbsnyt" 7 "9158" 1 5 3 4 0 0 502
"12645" "cbsnyt" 7 "9158" 1 48 2 1 1 0 1229
"12646" "cbsnyt" 7 "9158" 1 36 1 3 0 0 2724
"12647" "cbsnyt" 7 "9158" 1 5 1 4 0 0 2950
"12648" "cbsnyt" 7 "9158" 1 41 2 3 1 1 2442
"12649" "cbsnyt" 7 "9158" 1 23 2 4 1 0 895
"12650" "cbsnyt" 7 "9158" 1 45 2 3 1 0 924
"12651" "cbsnyt" 7 "9158" 0 44 2 2 0 0 501
"12652" "cbsnyt" 7 "9158" 1 36 4 3 0 0 883
"12653" "cbsnyt" 7 "9158" 1 3 2 4 1 0 983
"12654" "cbsnyt" 7 "9158" 1 5 3 2 1 0 332
"12655" "cbsnyt" 7 "9158" 1 5 2 3 1 0 462
"12656" "cbsnyt" 7 "9158" 1 3 3 4 1 0 791
"12657" "cbsnyt" 7 "9158" 0 32 4 2 0 0 388
"12658" "cbsnyt" 7 "9158" 0 14 4 1 0 1 1004
"12659" "cbsnyt" 7 "9158" NA 15 2 1 0 0 1420
"12660" "cbsnyt" 7 "9158" 1 1 4 1 1 0 652
"12661" "cbsnyt" 7 "9158" 1 45 4 2 1 0 306
"12662" "cbsnyt" 7 "9158" 1 50 3 4 0 0 914
"12663" "cbsnyt" 7 "9158" 1 26 2 1 0 0 4260
"12664" "cbsnyt" 7 "9158" 1 47 3 4 1 0 709
"12665" "cbsnyt" 7 "9158" 0 9 3 2 1 1 439
"12666" "cbsnyt" 7 "9158" 0 5 2 1 1 0 614
"12667" "cbsnyt" 7 "9158" 0 33 4 1 0 0 421
"12668" "cbsnyt" 7 "9158" 0 44 2 2 1 0 790
"12669" "cbsnyt" 7 "9158" 0 3 2 1 0 0 1558
"12670" "cbsnyt" 7 "9158" 0 23 3 3 1 0 344
"12671" "cbsnyt" 7 "9158" 1 28 3 1 1 0 922
"12672" "cbsnyt" 7 "9158" 0 26 2 3 1 1 1242
"12673" "cbsnyt" 7 "9158" 0 3 4 3 1 0 764
"12674" "cbsnyt" 7 "9158" 0 5 4 2 0 0 388
"12675" "cbsnyt" 7 "9158" 1 47 3 2 0 0 755
"12676" "cbsnyt" 7 "9158" 1 24 2 2 1 0 804
"12677" "cbsnyt" 7 "9158" 1 23 1 1 1 0 1679
"12678" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12679" "cbsnyt" 7 "9158" 1 5 4 1 1 0 546
"12680" "cbsnyt" 7 "9158" 1 16 3 3 1 0 688
"12681" "cbsnyt" 7 "9158" 1 48 4 4 1 0 348
"12682" "cbsnyt" 7 "9158" 1 36 4 2 0 0 707
"12683" "cbsnyt" 7 "9158" 1 39 4 2 1 0 558
"12684" "cbsnyt" 7 "9158" 0 48 2 2 0 0 560
"12685" "cbsnyt" 7 "9158" 0 10 4 1 1 0 652
"12686" "cbsnyt" 7 "9158" 1 33 1 3 0 0 2727
"12687" "cbsnyt" 7 "9158" 0 10 3 4 1 0 354
"12688" "cbsnyt" 7 "9158" 1 10 2 1 1 0 275
"12689" "cbsnyt" 7 "9158" 1 23 2 1 1 0 1120
"12690" "cbsnyt" 7 "9158" 1 1 2 2 1 0 395
"12691" "cbsnyt" 7 "9158" 1 27 3 2 0 0 842
"12692" "cbsnyt" 7 "9158" 0 15 2 3 0 0 1068
"12693" "cbsnyt" 7 "9158" 1 23 2 3 0 0 1068
"12694" "cbsnyt" 7 "9158" 0 36 4 1 1 1 489
"12695" "cbsnyt" 7 "9158" 1 15 2 2 1 0 804
"12696" "cbsnyt" 7 "9158" 0 6 4 2 0 0 388
"12697" "cbsnyt" 7 "9158" 0 5 1 1 0 0 779
"12698" "cbsnyt" 7 "9158" 0 39 1 4 0 0 1346
"12699" "cbsnyt" 7 "9158" NA 10 2 4 0 0 1116
"12700" "cbsnyt" 7 "9158" 1 33 2 3 1 0 2528
"12701" "cbsnyt" 7 "9158" 1 45 4 1 0 0 923
"12702" "cbsnyt" 7 "9158" 1 5 4 2 0 0 776
"12703" "cbsnyt" 7 "9158" 1 5 2 2 0 0 1119
"12704" "cbsnyt" 7 "9158" 1 6 2 1 0 0 2337
"12705" "cbsnyt" 7 "9158" 0 14 3 3 1 0 344
"12706" "cbsnyt" 7 "9158" 0 50 2 2 0 0 510
"12707" "cbsnyt" 7 "9158" 0 36 3 2 0 0 768
"12708" "cbsnyt" 7 "9158" 0 5 2 3 1 0 693
"12709" "cbsnyt" 7 "9158" 1 33 4 1 1 0 332
"12710" "cbsnyt" 7 "9158" 1 25 4 3 1 0 342
"12711" "cbsnyt" 7 "9158" 1 5 4 1 0 0 923
"12712" "cbsnyt" 7 "9158" 0 6 2 3 1 0 924
"12713" "cbsnyt" 7 "9158" 1 8 2 3 0 0 1049
"12714" "cbsnyt" 7 "9158" 1 43 3 3 1 0 338
"12715" "cbsnyt" 7 "9158" 0 31 2 1 0 0 2132
"12716" "cbsnyt" 7 "9158" 0 22 4 2 0 0 354
"12717" "cbsnyt" 7 "9158" 1 33 3 3 1 0 689
"12718" "cbsnyt" 7 "9158" 0 24 3 2 0 0 384
"12719" "cbsnyt" 7 "9158" 0 21 4 2 1 1 809
"12720" "cbsnyt" 7 "9158" 0 5 4 4 0 0 1323
"12721" "cbsnyt" 7 "9158" 0 41 1 4 1 0 1042
"12722" "cbsnyt" 7 "9158" 0 48 2 2 0 0 560
"12723" "cbsnyt" 7 "9158" 1 10 4 3 0 0 1302
"12724" "cbsnyt" 7 "9158" 0 5 3 2 1 0 332
"12725" "cbsnyt" 7 "9158" 1 49 2 2 0 0 1003
"12726" "cbsnyt" 7 "9158" 1 5 3 1 1 0 2529
"12727" "cbsnyt" 7 "9158" 1 44 1 3 1 0 2111
"12728" "cbsnyt" 7 "9158" 1 5 2 1 1 1 1813
"12729" "cbsnyt" 7 "9158" 1 44 3 1 1 0 1360
"12730" "cbsnyt" 7 "9158" 1 11 4 1 1 0 652
"12731" "cbsnyt" 7 "9158" 1 39 2 4 1 0 1345
"12732" "cbsnyt" 7 "9158" 0 33 3 1 0 0 1171
"12733" "cbsnyt" 7 "9158" 0 15 1 1 1 0 2239
"12734" "cbsnyt" 7 "9158" 0 24 3 1 1 0 461
"12735" "cbsnyt" 7 "9158" 1 24 4 2 0 0 707
"12736" "cbsnyt" 7 "9158" 1 20 2 1 0 0 1422
"12737" "cbsnyt" 7 "9158" 0 44 4 3 1 0 1027
"12738" "cbsnyt" 7 "9158" 0 33 1 4 0 0 2691
"12739" "cbsnyt" 7 "9158" 0 32 1 2 1 0 2019
"12740" "cbsnyt" 7 "9158" 1 5 1 1 0 0 1558
"12741" "cbsnyt" 7 "9158" 1 33 2 1 0 0 2132
"12742" "cbsnyt" 7 "9158" 1 44 4 2 0 0 348
"12743" "cbsnyt" 7 "9158" 0 23 2 3 1 0 842
"12744" "cbsnyt" 7 "9158" 0 33 4 2 1 0 279
"12745" "cbsnyt" 7 "9158" 1 38 4 4 1 0 695
"12746" "cbsnyt" 7 "9158" 1 5 4 3 0 0 969
"12747" "cbsnyt" 7 "9158" 0 17 2 2 1 0 402
"12748" "cbsnyt" 7 "9158" 1 19 2 2 1 0 790
"12749" "cbsnyt" 7 "9158" 1 34 1 2 1 0 1808
"12750" "cbsnyt" 7 "9158" 1 16 2 4 0 0 568
"12751" "cbsnyt" 7 "9158" 0 1 4 3 1 0 684
"12752" "cbsnyt" 7 "9158" 0 37 2 2 1 0 395
"12753" "cbsnyt" 7 "9158" 0 39 3 1 1 0 923
"12754" "cbsnyt" 7 "9158" 1 31 4 3 0 0 442
"12755" "cbsnyt" 7 "9158" 0 16 3 3 0 0 436
"12756" "cbsnyt" 7 "9158" 0 36 1 2 1 0 2759
"12757" "cbsnyt" 7 "9158" 1 39 4 2 0 0 708
"12758" "cbsnyt" 7 "9158" 0 19 2 2 1 1 1166
"12759" "cbsnyt" 7 "9158" 0 18 2 1 0 0 1396
"12760" "cbsnyt" 7 "9158" 1 41 4 4 1 0 311
"12761" "cbsnyt" 7 "9158" 0 39 4 1 0 0 421
"12762" "cbsnyt" 7 "9158" 0 23 2 2 1 0 402
"12763" "cbsnyt" 7 "9158" 0 7 4 2 1 0 558
"12764" "cbsnyt" 7 "9158" 0 48 2 1 1 0 1229
"12765" "cbsnyt" 7 "9158" 1 34 3 2 0 0 755
"12766" "cbsnyt" 7 "9158" 0 33 4 3 1 0 1045
"12767" "cbsnyt" 7 "9158" 1 4 2 2 0 0 1003
"12768" "cbsnyt" 7 "9158" 1 7 4 1 1 0 664
"12769" "cbsnyt" 7 "9158" 1 33 4 2 0 0 354
"12770" "cbsnyt" 7 "9158" 1 14 2 2 1 0 402
"12771" "cbsnyt" 7 "9158" 0 10 3 2 1 0 595
"12772" "cbsnyt" 7 "9158" NA 23 2 1 1 0 560
"12773" "cbsnyt" 7 "9158" 1 44 4 4 1 0 623
"12774" "cbsnyt" 7 "9158" 1 48 3 4 1 0 396
"12775" "cbsnyt" 7 "9158" 0 14 4 3 0 0 442
"12776" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12777" "cbsnyt" 7 "9158" 0 13 2 2 1 0 441
"12778" "cbsnyt" 7 "9158" 1 43 4 3 0 0 868
"12779" "cbsnyt" 7 "9158" 1 39 2 4 0 0 1137
"12780" "cbsnyt" 7 "9158" 0 32 2 3 1 0 924
"12781" "cbsnyt" 7 "9158" 1 47 3 1 1 0 906
"12782" "cbsnyt" 7 "9158" 1 36 2 2 0 0 510
"12783" "cbsnyt" 7 "9158" 0 33 4 1 0 0 421
"12784" "cbsnyt" 7 "9158" 1 30 2 2 1 0 805
"12785" "cbsnyt" 7 "9158" 1 18 3 1 0 0 2299
"12786" "cbsnyt" 7 "9158" 1 33 2 1 0 0 2843
"12787" "cbsnyt" 7 "9158" 1 26 3 3 0 0 872
"12788" "cbsnyt" 7 "9158" 1 5 2 1 1 0 1229
"12789" "cbsnyt" 7 "9158" 0 5 4 2 1 1 451
"12790" "cbsnyt" 7 "9158" 0 22 3 4 1 0 722
"12791" "cbsnyt" 7 "9158" 0 20 4 1 1 0 664
"12792" "cbsnyt" 7 "9158" 1 23 4 2 0 0 707
"12793" "cbsnyt" 7 "9158" 0 14 3 2 0 0 768
"12794" "cbsnyt" 7 "9158" 1 14 2 2 1 0 804
"12795" "cbsnyt" 7 "9158" 0 47 4 1 0 0 826
"12796" "cbsnyt" 7 "9158" 0 36 2 1 1 0 1120
"12797" "cbsnyt" 7 "9158" 1 36 3 2 1 0 605
"12798" "cbsnyt" 7 "9158" 1 25 4 2 1 0 548
"12799" "cbsnyt" 7 "9158" 1 44 1 4 0 0 1321
"12800" "cbsnyt" 7 "9158" 0 14 2 4 1 0 1343
"12801" "cbsnyt" 7 "9158" 0 39 2 1 1 0 1121
"12802" "cbsnyt" 7 "9158" 0 33 4 1 1 0 664
"12803" "cbsnyt" 7 "9158" 0 38 2 2 1 0 882
"12804" "cbsnyt" 7 "9158" 0 16 1 3 1 0 2148
"12805" "cbsnyt" 7 "9158" 0 48 3 3 0 0 479
"12806" "cbsnyt" 7 "9158" 1 50 2 1 1 0 560
"12807" "cbsnyt" 7 "9158" 1 39 2 3 1 0 421
"12808" "cbsnyt" 7 "9158" 0 33 2 2 1 0 805
"12809" "cbsnyt" 7 "9158" 0 50 2 2 1 0 804
"12810" "cbsnyt" 7 "9158" 1 34 2 3 0 0 1049
"12811" "cbsnyt" 7 "9158" 1 23 3 2 1 0 605
"12812" "cbsnyt" 7 "9158" 1 26 2 1 0 0 710
"12813" "cbsnyt" 7 "9158" 0 6 4 1 1 0 727
"12814" "cbsnyt" 7 "9158" 1 15 3 1 0 0 1169
"12815" "cbsnyt" 7 "9158" 0 14 4 3 0 0 442
"12816" "cbsnyt" 7 "9158" 0 31 4 2 1 0 558
"12817" "cbsnyt" 7 "9158" 0 10 3 3 1 0 676
"12818" "cbsnyt" 7 "9158" 1 11 2 3 1 0 827
"12819" "cbsnyt" 7 "9158" 0 36 3 2 1 0 605
"12820" "cbsnyt" 7 "9158" 0 33 4 4 1 0 317
"12821" "cbsnyt" 7 "9158" 0 26 2 3 1 0 842
"12822" "cbsnyt" 7 "9158" 0 36 1 4 0 1 8562
"12823" "cbsnyt" 7 "9158" 1 5 3 2 1 0 996
"12824" "cbsnyt" 7 "9158" 1 10 2 2 1 0 790
"12825" "cbsnyt" 7 "9158" 1 3 4 3 1 0 764
"12826" "cbsnyt" 7 "9158" 0 42 2 2 1 0 804
"12827" "cbsnyt" 7 "9158" 0 10 2 3 0 1 836
"12828" "cbsnyt" 7 "9158" 1 15 4 2 1 0 558
"12829" "cbsnyt" 7 "9158" 1 41 4 3 0 0 434
"12830" "cbsnyt" 7 "9158" 1 28 2 4 1 0 895
"12831" "cbsnyt" 7 "9158" 0 22 4 2 0 0 708
"12832" "cbsnyt" 7 "9158" 1 3 2 3 0 0 1171
"12833" "cbsnyt" 7 "9158" 1 36 4 3 1 0 696
"12834" "cbsnyt" 7 "9158" 1 21 2 1 1 0 1101
"12835" "cbsnyt" 7 "9158" 1 43 2 3 0 0 1049
"12836" "cbsnyt" 7 "9158" 1 39 2 2 1 0 1208
"12837" "cbsnyt" 7 "9158" 0 8 3 3 1 0 676
"12838" "cbsnyt" 7 "9158" 1 5 2 2 1 0 441
"12839" "cbsnyt" 7 "9158" 0 16 2 1 1 0 560
"12840" "cbsnyt" 7 "9158" 0 24 2 3 0 0 1068
"12841" "cbsnyt" 7 "9158" 0 34 3 1 1 0 906
"12842" "cbsnyt" 7 "9158" 0 36 2 1 1 0 1120
"12843" "cbsnyt" 7 "9158" 0 10 2 4 1 0 880
"12844" "cbsnyt" 7 "9158" 0 24 4 2 1 0 279
"12845" "cbsnyt" 7 "9158" 1 48 4 1 1 0 727
"12846" "cbsnyt" 7 "9158" 0 5 4 2 1 0 612
"12847" "cbsnyt" 7 "9158" 0 24 2 1 1 0 1120
"12848" "cbsnyt" 7 "9158" 0 6 2 1 1 0 1843
"12849" "cbsnyt" 7 "9158" 1 33 1 2 1 0 921
"12850" "cbsnyt" 7 "9158" 0 10 4 2 0 0 695
"12851" "cbsnyt" 7 "9158" 1 3 4 4 0 0 441
"12852" "cbsnyt" 7 "9158" 0 5 4 2 0 0 1552
"12853" "cbsnyt" 7 "9158" 1 35 3 2 0 0 384
"12854" "cbsnyt" 7 "9158" 1 15 4 3 1 0 1044
"12855" "cbsnyt" 7 "9158" 1 5 4 1 0 0 461
"12856" "cbsnyt" 7 "9158" 1 5 1 2 1 0 2019
"12857" "cbsnyt" 7 "9158" 0 27 2 2 1 0 1324
"12858" "cbsnyt" 7 "9158" 1 49 2 1 0 0 2094
"12859" "cbsnyt" 7 "9158" NA 5 4 4 0 0 882
"12860" "cbsnyt" 7 "9158" 1 26 4 2 0 0 707
"12861" "cbsnyt" 7 "9158" 1 5 4 1 1 0 1091
"12862" "cbsnyt" 7 "9158" 1 48 3 2 0 0 842
"12863" "cbsnyt" 7 "9158" 0 28 2 4 0 0 1136
"12864" "cbsnyt" 7 "9158" 1 5 3 2 1 0 498
"12865" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12866" "cbsnyt" 7 "9158" 1 17 3 1 0 0 585
"12867" "cbsnyt" 7 "9158" 1 48 3 1 0 0 1283
"12868" "cbsnyt" 7 "9158" 0 14 2 3 1 0 842
"12869" "cbsnyt" 7 "9158" 1 48 2 2 0 0 1119
"12870" "cbsnyt" 7 "9158" 0 33 4 2 0 0 708
"12871" "cbsnyt" 7 "9158" NA 38 2 3 0 0 1171
"12872" "cbsnyt" 7 "9158" 0 28 4 2 1 0 558
"12873" "cbsnyt" 7 "9158" 0 5 2 1 0 0 1169
"12874" "cbsnyt" 7 "9158" 1 5 2 3 1 0 924
"12875" "cbsnyt" 7 "9158" 1 48 3 2 1 0 332
"12876" "cbsnyt" 7 "9158" 0 5 2 1 1 0 1229
"12877" "cbsnyt" 7 "9158" 0 5 3 1 1 0 2024
"12878" "cbsnyt" 7 "9158" 0 42 2 2 0 0 510
"12879" "cbsnyt" 7 "9158" 0 5 1 4 0 0 2950
"12880" "cbsnyt" 7 "9158" 0 5 1 4 1 0 1163
"12881" "cbsnyt" 7 "9158" 0 48 3 1 0 0 1283
"12882" "cbsnyt" 7 "9158" 0 50 2 1 0 0 1420
"12883" "cbsnyt" 7 "9158" 0 5 3 3 0 0 1436
"12884" "cbsnyt" 7 "9158" 0 5 4 2 0 0 1164
"12885" "cbsnyt" 7 "9158" 0 32 4 2 1 0 1835
"12886" "cbsnyt" 7 "9158" 1 5 4 2 0 0 776
"12887" "cbsnyt" 7 "9158" 0 48 2 3 1 0 924
"12888" "cbsnyt" 7 "9158" 0 5 2 2 0 1 3565
"12889" "cbsnyt" 7 "9158" 1 32 4 3 1 0 764
"12890" "cbsnyt" 7 "9158" 1 3 4 1 0 0 461
"12891" "cbsnyt" 7 "9158" 1 32 4 3 1 0 764
"12892" "cbsnyt" 7 "9158" 0 11 3 1 0 0 1724
"12893" "cbsnyt" 7 "9158" 0 1 2 2 0 1 1597
"12894" "cbsnyt" 7 "9158" 0 44 2 3 1 1 1221
"12895" "cbsnyt" 7 "9158" NA 33 1 3 1 0 1075
"12896" "cbsnyt" 7 "9158" 1 1 3 3 0 0 1286
"12897" "cbsnyt" 7 "9158" 1 15 2 1 1 1 826
"12898" "cbsnyt" 7 "9158" 1 15 3 1 1 0 922
"12899" "cbsnyt" 7 "9158" 1 34 1 4 1 0 2083
"12900" "cbsnyt" 7 "9158" 0 48 2 4 1 0 983
"12901" "cbsnyt" 7 "9158" 0 39 4 2 0 0 708
"12902" "cbsnyt" 7 "9158" 0 17 2 1 1 0 560
"12903" "cbsnyt" 7 "9158" 1 36 3 2 1 0 605
"12904" "cbsnyt" 7 "9158" 1 14 1 3 1 0 4296
"12905" "cbsnyt" 7 "9158" 1 15 2 4 1 0 895
"12906" "cbsnyt" 7 "9158" 1 44 1 2 1 0 2712
"12907" "cbsnyt" 7 "9158" 0 10 4 3 0 0 868
"12908" "cbsnyt" 7 "9158" 0 5 2 3 1 0 924
"12909" "cbsnyt" 7 "9158" 1 31 1 4 1 0 2122
"12910" "cbsnyt" 7 "9158" 1 36 4 1 1 0 331
"12911" "cbsnyt" 7 "9158" 0 14 2 3 0 1 1700
"12912" "cbsnyt" 7 "9158" 0 33 3 1 1 0 1154
"12913" "cbsnyt" 7 "9158" 0 19 3 2 1 1 439
"12914" "cbsnyt" 7 "9158" 0 36 2 2 0 0 1020
"12915" "cbsnyt" 7 "9158" NA 41 4 4 1 0 311
"12916" "cbsnyt" 7 "9158" 0 10 4 2 1 0 822
"12917" "cbsnyt" 7 "9158" 0 7 4 2 1 0 279
"12918" "cbsnyt" 7 "9158" 0 43 2 1 0 1 1112
"12919" "cbsnyt" 7 "9158" 0 44 1 3 0 0 2678
"12920" "cbsnyt" 7 "9158" 0 32 2 2 1 0 882
"12921" "cbsnyt" 7 "9158" 0 44 2 3 0 0 1049
"12922" "cbsnyt" 7 "9158" 0 44 4 1 1 1 481
"12923" "cbsnyt" 7 "9158" 0 11 2 2 1 0 395
"12924" "cbsnyt" 7 "9158" 0 5 2 2 1 0 1324
"12925" "cbsnyt" 7 "9158" 0 10 4 4 0 0 790
"12926" "cbsnyt" 7 "9158" 0 5 2 2 0 0 1119
"12927" "cbsnyt" 7 "9158" 0 5 2 2 0 0 1119
"12928" "cbsnyt" 7 "9158" 0 5 2 1 1 0 1229
"12929" "cbsnyt" 7 "9158" 0 23 3 1 0 0 1169
"12930" "cbsnyt" 7 "9158" 0 21 1 2 0 0 2294
"12931" "cbsnyt" 7 "9158" 0 23 2 1 1 1 826
"12932" "cbsnyt" 7 "9158" 0 5 1 1 1 0 1229
"12933" "cbsnyt" 7 "9158" 0 14 1 4 0 0 2688
"12934" "cbsnyt" 7 "9158" 0 34 1 3 0 0 2678
"12935" "cbsnyt" 7 "9158" 0 31 2 1 1 0 1121
"12936" "cbsnyt" 7 "9158" 0 31 2 2 1 0 1208
"12937" "cbsnyt" 7 "9158" 0 5 1 2 1 0 1009
"12938" "cbsnyt" 7 "9158" 0 17 4 1 1 0 331
"12939" "cbsnyt" 7 "9158" 0 5 1 1 1 0 614
"12940" "cbsnyt" 7 "9158" 0 39 4 3 0 0 884
"12941" "cbsnyt" 7 "9158" 0 10 4 2 0 0 695
"12942" "cbsnyt" 7 "9158" 1 1 3 2 1 0 595
"12943" "cbsnyt" 7 "9158" 0 22 2 4 0 0 568
"12944" "cbsnyt" 7 "9158" 0 33 1 4 1 0 2122
"12945" "cbsnyt" 7 "9158" NA 48 1 4 1 0 1163
"12946" "cbsnyt" 7 "9158" NA 34 4 4 1 0 311
"12947" "cbsnyt" 7 "9158" 0 28 1 4 1 0 1060
"12948" "cbsnyt" 7 "9158" 1 39 2 3 1 0 843
"12949" "cbsnyt" 7 "9158" 1 7 4 4 1 0 317
"12950" "cbsnyt" 7 "9158" 1 1 2 1 1 1 1624
"12951" "cbsnyt" 7 "9158" 1 43 2 2 1 0 790
"12952" "cbsnyt" 7 "9158" 1 36 4 3 0 0 883
"12953" "cbsnyt" 7 "9158" 1 35 3 2 0 0 768
"12954" "cbsnyt" 7 "9158" 1 3 3 2 0 0 211
"12955" "cbsnyt" 7 "9158" 0 10 3 2 1 0 595
"12956" "cbsnyt" 7 "9158" 1 48 4 3 0 0 969
"12957" "cbsnyt" 7 "9158" 1 33 4 3 0 0 884
"12958" "cbsnyt" 7 "9158" 1 48 2 1 1 0 1229
"12959" "cbsnyt" 7 "9158" 1 14 3 2 1 0 605
"12960" "cbsnyt" 7 "9158" 1 15 1 4 0 0 2688
"12961" "cbsnyt" 7 "9158" NA 43 2 2 1 0 198
"12962" "cbsnyt" 7 "9158" NA 39 2 4 0 0 1137
"12963" "cbsnyt" 7 "9158" 1 44 2 2 0 0 2005
"12964" "cbsnyt" 7 "9158" 1 39 4 1 0 0 1262
"12965" "cbsnyt" 7 "9158" 1 15 4 3 0 0 883
"12966" "cbsnyt" 7 "9158" 0 44 4 2 1 0 548
"12967" "cbsnyt" 7 "9158" NA 14 1 4 1 0 1060
"12968" "cbsnyt" 7 "9158" 0 19 3 3 1 1 499
"12969" "cbsnyt" 7 "9158" NA 10 2 4 1 0 440
"12970" "cbsnyt" 7 "9158" 0 33 2 1 1 1 2481
"12971" "cbsnyt" 7 "9158" 0 5 2 2 1 0 882
"12972" "cbsnyt" 7 "9158" 0 44 3 2 0 0 1132
